armRegionName,serviceFamily,serviceName,skuName,armSkuName,retailPrice,priceType,reservationTerm,unitOfMeasure,currencyCode
koreacentral,Compute,Virtual Machines,FX4ms v2 Spot,Standard_FX4ms_v2,0.10272,,,1 Hour,USD
koreacentral,Compute,Azure App Service,I4mv2,App_Service_I4_mv2_windows,5.632,,,1 Hour,USD
koreacentral,Compute,Azure App Service,I4mv2,App_Service_I4_mv2_windows,34336.0,,1 Year,1 Hour,USD
koreacentral,Compute,Azure App Service,I4mv2,App_Service_I4_mv2_windows,85946.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64mds v2,Standard_FX64mds_v2,15.64,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64mds v2,Standard_FX64mds_v2,12.696,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8ms v2,Standard_FX8ms_v2,1.652,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8ms v2,Standard_FX8ms_v2,1.284,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX24mds v2,Standard_FX24mds_v2,5.865,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX24mds v2,Standard_FX24mds_v2,4.761,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2 v3 Spot,Standard_D2_v3,0.030788,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2 v3 Spot,Standard_D2_v3,0.017614,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4d v4,Standard_D4d_v4,0.278,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4d v4,Standard_D4d_v4,1418.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4d v4,Standard_D4d_v4,2747.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96ls v6,Standard_D96ls_v6,9.254,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96ls v6,Standard_D96ls_v6,4.838,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32alds v6 Spot,Standard_D32alds_v6,0.26893,,,1 Hour,USD
koreacentral,Compute,Azure Container Apps,Standard,,3e-06,,,1 GiB Second,USD
koreacentral,Compute,Virtual Machines,D96ds v6,Standard_D96ds_v6,7.351,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96ds v6,Standard_D96ds_v6,39923.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96ds v6,Standard_D96ds_v6,75339.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,HX176-96rs Spot,Standard_HX176-96rs,3.04304,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HX176-96rs Spot,Standard_HX176-96rs,1.796256,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND96isH100v5 Spot,Standard_ND96is_H100_v5,40.593838,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND96isH100v5 Spot,Standard_ND96is_H100_v5,39.146714,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64a v4 Spot,Standard_D64a_v4,0.962304,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64a v4 Spot,Standard_D64a_v4,0.540723,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F4ams v6,Standard_F4ams_v6,0.441,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F4ams v6,Standard_F4ams_v6,2396.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,F4ams v6,Standard_F4ams_v6,4522.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96als v6 Low Priority,Standard_D96als_v6,3.667,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96als v6 Low Priority,Standard_D96als_v6,0.95,,,1 Hour,USD
koreacentral,Compute,Azure Container Apps,Dedicated,,0.004978,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-32mds v2 Spot,Standard_FX64-32mds_v2,2.03136,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16as v6,Standard_D16as_v6,1.63,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16as v6,Standard_D16as_v6,0.894,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8als v6 Spot,Standard_D8als_v6,0.056707,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8a v4 Spot,Standard_D8a_v4,0.06759,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4ads v6 Spot,Standard_D4ads_v6,0.066588,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4ads v6 Spot,Standard_D4ads_v6,0.040239,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F1ams v6,Standard_F1ams_v6,0.156,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F1ams v6,Standard_F1ams_v6,0.11,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4as v4 Low Priority,Standard_D4as_v4,0.168,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4as v4 Low Priority,Standard_D4as_v4,0.0472,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND128isrNDRGB200v6,Standard_ND128isr_NDR_GB200_v6,146.0,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND128isrNDRGB200v6,Standard_ND128isr_NDR_GB200_v6,818534.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND128isrNDRGB200v6,Standard_ND128isr_NDR_GB200_v6,1688227.0,,3 Years,1 Hour,USD
koreacentral,Compute,Cloud Services,E64i v3,Standard_E64i_v3,7.32,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E64i v3,Standard_E64i_v3,4.376,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32lds v6,Standard_D32lds_v6,1.993,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32lds v6,Standard_D32lds_v6,10826.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32lds v6,Standard_D32lds_v6,20430.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC16asT4 v3 Spot,Standard_NC16as_T4_v3,0.42949,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96alds v6 Low Priority,Standard_D96alds_v6,4.02,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96alds v6 Low Priority,Standard_D96alds_v6,1.127,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-8mds v2 Spot,Standard_FX32-8mds_v2,1.2512,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-8mds v2 Spot,Standard_FX32-8mds_v2,1.01568,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16d v4,Standard_D16d_v4,1.112,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16d v4,Standard_D16d_v4,5670.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16d v4,Standard_D16d_v4,10988.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8d v4 Low Priority,Standard_D8d_v4,0.111,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8ms v2 Spot,Standard_FX8ms_v2,0.20544,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32s v3 Low Priority,Standard_D32s_v3,0.394,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4s v3 Spot,Standard_D4s_v3,0.061576,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4s v3 Spot,Standard_D4s_v3,0.035227,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HX176-144rs Low Priority,Standard_HX176-144rs,2.333,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48s v3 Spot,Standard_D48s_v3,0.738912,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48s v3 Spot,Standard_D48s_v3,0.422726,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32lds v6,Standard_D32lds_v6,3.465,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32lds v6,Standard_D32lds_v6,1.993,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48-12ms v2 Spot,Standard_FX48-12ms_v2,1.23264,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX12mds v2 Spot,Standard_FX12mds_v2,0.38096,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-48mds v2 Spot,Standard_FX96-48mds_v2,3.04704,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16als v6,Standard_D16als_v6,0.792,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16als v6,Standard_D16als_v6,4093.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16als v6,Standard_D16als_v6,7909.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4lds v6 Spot,Standard_D4lds_v6,0.035657,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F16s v2,Standard_F16s_v2,1.504,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F16s v2,Standard_F16s_v2,0.768,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16as v6 Low Priority,Standard_D16as_v6,0.179,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48ds v6 Spot,Standard_D48ds_v6,0.52626,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NV4as v4 Spot,Standard_NV4as_v4,0.04851,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64mds v2 Spot,Standard_FX64mds_v2,2.5024,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64mds v2 Spot,Standard_FX64mds_v2,2.03136,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16as v4,Standard_D16as_v4,1.68,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16as v4,Standard_D16as_v4,0.944,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,Dasv5 Type1,Dasv5_Type1,6.53,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,Dasv5 Type1,Dasv5_Type1,33748.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,Dasv5 Type1,Dasv5_Type1,65207.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-16mds v2,Standard_FX32-16mds_v2,6.348,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-16mds v2,Standard_FX32-16mds_v2,31697.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-16mds v2,Standard_FX32-16mds_v2,45043.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96mds v2,Standard_FX96mds_v2,19.044,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96mds v2,Standard_FX96mds_v2,95091.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96mds v2,Standard_FX96mds_v2,135129.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2as v4 Spot,Standard_D2as_v4,0.016898,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2s v3 Low Priority,Standard_D2s_v3,0.086,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2s v3 Low Priority,Standard_D2s_v3,0.0246,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64lds v6,Standard_D64lds_v6,3.987,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64lds v6,Standard_D64lds_v6,21652.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64lds v6,Standard_D64lds_v6,40859.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96ms v2 Spot,Standard_FX96ms_v2,2.46544,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX12ms v2 Spot,Standard_FX12ms_v2,0.30816,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-16mds v2 Spot,Standard_FX32-16mds_v2,1.2512,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-16mds v2 Spot,Standard_FX32-16mds_v2,1.01568,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2as v6 Spot,Standard_D2as_v6,0.016038,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48ls v6,Standard_D48ls_v6,2.419,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48ls v6,Standard_D48ls_v6,13139.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48ls v6,Standard_D48ls_v6,24795.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16lds v6,Standard_D16lds_v6,0.997,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16lds v6,Standard_D16lds_v6,5413.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16lds v6,Standard_D16lds_v6,10215.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16lds v5 Low Priority,Standard_D16lds_v5,0.176,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48mds v2 Spot,Standard_FX48mds_v2,1.8768,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48mds v2 Spot,Standard_FX48mds_v2,1.52352,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32s v6 Spot,Standard_D32s_v6,0.494613,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32s v6 Spot,Standard_D32s_v6,0.283822,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48as v4,Standard_D48as_v4,2.832,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48as v4,Standard_D48as_v4,14389.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48as v4,Standard_D48as_v4,27984.0,,3 Years,1 Hour,USD
koreacentral,Compute,Azure App Service,I14,I14,5.416,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32as v4 Low Priority,Standard_D32as_v4,1.344,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32as v4 Low Priority,Standard_D32as_v4,0.378,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P2v4,P2v4,0.395,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4as v4,Standard_D4as_v4,0.42,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4as v4,Standard_D4as_v4,0.236,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E48 v3 Low Priority,Standard_E48_v3,2.342,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E48 v3 Low Priority,Standard_E48_v3,0.729,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-48mds v2,Standard_FX96-48mds_v2,19.044,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-48mds v2,Standard_FX96-48mds_v2,95091.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-48mds v2,Standard_FX96-48mds_v2,135129.0,,3 Years,1 Hour,USD
koreacentral,Compute,Azure App Service,P1,,0.318,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16 v4,Standard_D16_v4,1.68,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16 v4,Standard_D16_v4,0.944,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E2 v3 Low Priority,Standard_E2_v3,0.101,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E2 v3 Low Priority,Standard_E2_v3,0.032,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96as v4 Low Priority,Standard_D96as_v4,1.133,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32als v6 Low Priority,Standard_D32als_v6,1.222,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32als v6 Low Priority,Standard_D32als_v6,0.317,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96ls v5 Low Priority,Standard_D96ls_v5,0.922,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64ds v4 Spot,Standard_D64ds_v4,1.058534,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64ds v4 Spot,Standard_D64ds_v4,0.636954,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX24-6mds v2,Standard_FX24-6mds_v2,4.761,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX24-6mds v2,Standard_FX24-6mds_v2,23773.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX24-6mds v2,Standard_FX24-6mds_v2,33782.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48-12mds v2,Standard_FX48-12mds_v2,9.522,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48-12mds v2,Standard_FX48-12mds_v2,47545.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48-12mds v2,Standard_FX48-12mds_v2,67564.0,,3 Years,1 Hour,USD
koreacentral,Compute,Functions,Always Ready,Always Ready,1.9e-05,,,1 GB Second,USD
koreacentral,Compute,Virtual Machines,FX64-16mds v2,Standard_FX64-16mds_v2,12.696,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-16mds v2,Standard_FX64-16mds_v2,63394.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-16mds v2,Standard_FX64-16mds_v2,90086.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,HX176-144rs,Standard_HX176-144rs,19.76,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HX176-144rs,Standard_HX176-144rs,11.664,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32ds v4 Spot,Standard_D32ds_v4,0.318477,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-2mds v2,Standard_FX8-2mds_v2,1.955,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-2mds v2,Standard_FX8-2mds_v2,1.587,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96mds v2,Standard_FX96mds_v2,23.46,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96mds v2,Standard_FX96mds_v2,19.044,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176-48rsv4 Spot,Standard_HB176-48rs_v4,1.49688,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48als v6 Low Priority,Standard_D48als_v6,1.834,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48als v6 Low Priority,Standard_D48als_v6,0.475,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32ds v4 Spot,Standard_D32ds_v4,0.529267,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32ds v4 Spot,Standard_D32ds_v4,0.318477,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E4 v3 Low Priority,Standard_E4_v3,0.202,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E4 v3 Low Priority,Standard_E4_v3,0.064,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC40adsH100v5,Standard_NC40ads_H100_v5,9.423,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC40adsH100v5,Standard_NC40ads_H100_v5,61909.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC40adsH100v5,Standard_NC40ads_H100_v5,136200.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48s v3 Low Priority,Standard_D48s_v3,0.59,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F2s v2 Spot,Standard_F2s_v2,0.026922,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F2s v2 Spot,Standard_F2s_v2,0.013747,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32mds v2 Spot,Standard_FX32mds_v2,1.01568,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P3 v3,Azure_App_Service_Premium_v3_Plan_Linux_P3_v3,0.724,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P3 v3,Azure_App_Service_Premium_v3_Plan_Linux_P3_v3,0.556,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P3 v3,Azure_App_Service_Premium_v3_Plan_Linux_P3_v3,4126.0,,1 Year,1 Hour,USD
koreacentral,Compute,Azure App Service,P3 v3,Azure_App_Service_Premium_v3_Plan_Linux_P3_v3,8568.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176-144rsv4,Standard_HB176-144rs_v4,9.72,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176-144rsv4,Standard_HB176-144rs_v4,63862.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176-144rsv4,Standard_HB176-144rs_v4,127724.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176-144rsv4,Standard_HB176-144rs_v4,141901.0,,5 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,DC64adsv6 Low Priority,Standard_DC64ads_v6,2.977,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,DC64adsv6 Low Priority,Standard_DC64ads_v6,0.9,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48ms v2,Standard_FX48ms_v2,7.704,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48ms v2,Standard_FX48ms_v2,38469.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48ms v2,Standard_FX48ms_v2,54667.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8s v4,Standard_D8s_v4,0.84,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8s v4,Standard_D8s_v4,0.472,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64ls v5 Spot,Standard_D64ls_v5,0.861491,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64ls v5 Spot,Standard_D64ls_v5,0.43991,,,1 Hour,USD
koreacentral,Compute,Functions,On Demand,On Demand,0.0,,,1 GB Second,USD
koreacentral,Compute,Functions,On Demand,On Demand,3.7e-05,,,1 GB Second,USD
koreacentral,Compute,Virtual Machines,D32s v4,Standard_D32s_v4,3.36,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32s v4,Standard_D32s_v4,1.888,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64ads v6,Standard_D64ads_v6,7.443,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64ads v6,Standard_D64ads_v6,4.499,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64s v4 Low Priority,Standard_D64s_v4,2.688,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64s v4 Low Priority,Standard_D64s_v4,0.755,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8as v6,Standard_D8as_v6,0.815,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8as v6,Standard_D8as_v6,0.447,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32alds v6 Low Priority,Standard_D32alds_v6,1.34,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32alds v6 Low Priority,Standard_D32alds_v6,0.376,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96as v4 Spot,Standard_D96as_v4,1.443456,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96as v4 Spot,Standard_D96as_v4,0.811085,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176rsv4 Spot,Standard_HB176rs_v4,1.49688,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16d v4 Spot,Standard_D16d_v4,0.264634,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16d v4 Spot,Standard_D16d_v4,0.159238,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX4mds v2 Spot,Standard_FX4mds_v2,0.12704,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16a v4,Standard_D16a_v4,0.944,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16a v4,Standard_D16a_v4,4796.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16a v4,Standard_D16a_v4,9328.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4as v6,Standard_D4as_v6,0.408,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4as v6,Standard_D4as_v6,0.224,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E64 v3,Standard_E64_v3,7.32,,,1 Hour,USD
koreacentral,Compute,Cloud Services,E64 v3,Standard_E64_v3,4.376,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-16ms v2,Standard_FX64-16ms_v2,13.216,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-16ms v2,Standard_FX64-16ms_v2,10.272,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8als v6,Standard_D8als_v6,0.764,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8als v6,Standard_D8als_v6,0.396,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC40adsH100v5 Spot,Standard_NC40ads_H100_v5,6.03072,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-24ms v2 Spot,Standard_FX96-24ms_v2,2.46544,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2as v6 Low Priority,Standard_D2as_v6,0.0224,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F72as v6,Standard_F72as_v6,9.374,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F72as v6,Standard_F72as_v6,6.062,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64a v4 Low Priority,Standard_D64a_v4,0.755,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16as v6 Low Priority,Standard_D16as_v6,0.652,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16as v6 Low Priority,Standard_D16as_v6,0.179,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48s v2,Standard_F48s_v2,2.304,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48s v2,Standard_F48s_v2,11868.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48s v2,Standard_F48s_v2,21846.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2s v3,Standard_D2s_v3,0.215,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2s v3,Standard_D2s_v3,0.123,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F16,Standard_F16,1.479,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F16,Standard_F16,0.816,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16ls v6,Standard_D16ls_v6,1.542,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16ls v6,Standard_D16ls_v6,0.806,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32as v4 Spot,Standard_D32as_v4,0.270362,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2as v4,Standard_D2as_v4,0.21,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2as v4,Standard_D2as_v4,0.118,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F2 Spot,Standard_F2,0.014606,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-16ms v2,Standard_FX64-16ms_v2,10.272,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-16ms v2,Standard_FX64-16ms_v2,51292.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX64-16ms v2,Standard_FX64-16ms_v2,72889.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32 v4 Spot,Standard_D32_v4,0.481152,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32 v4 Spot,Standard_D32_v4,0.270362,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F16as v6 Spot,Standard_F16as_v6,0.19289,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16als v6 Spot,Standard_D16als_v6,0.21881,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D16als v6 Spot,Standard_D16als_v6,0.113414,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F8s v2 Low Priority,Standard_F8s_v2,0.283,,,1 Hour,USD
