armRegionName,serviceFamily,serviceName,skuName,armSkuName,retailPrice,priceType,reservationTerm,unitOfMeasure,currencyCode
koreacentral,Compute,Virtual Machines,NC64asT4 v3,Standard_NC64as_T4_v3,5.353,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC64asT4 v3,Standard_NC64as_T4_v3,27527.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC64asT4 v3,Standard_NC64as_T4_v3,52896.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2 v4 Spot,Standard_D2_v4,0.016898,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48ams v6,Standard_F48ams_v6,7.502,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48ams v6,Standard_F48ams_v6,5.294,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48s v3,Standard_D48s_v3,5.16,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48s v3,Standard_D48s_v3,2.952,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F1als v6,Standard_F1als_v6,0.121,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F1als v6,Standard_F1als_v6,0.0745,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-2mds v2,Standard_FX8-2mds_v2,1.587,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-2mds v2,Standard_FX8-2mds_v2,7924.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-2mds v2,Standard_FX8-2mds_v2,11261.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,F8s,Standard_F8s,0.74,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F8s,Standard_F8s,0.408,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F8s v2 Low Priority,Standard_F8s_v2,0.068,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2ads v6 Spot,Standard_D2ads_v6,0.020191,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F16 Low Priority,Standard_F16,0.163,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F2ams v6 Spot,Standard_F2ams_v6,0.031647,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F2als v6,Standard_F2als_v6,0.149,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F2als v6,Standard_F2als_v6,809.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,F2als v6,Standard_F2als_v6,1527.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48as v6 Spot,Standard_D48as_v6,0.384206,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48als v6 Spot,Standard_D48als_v6,0.656429,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48als v6 Spot,Standard_D48als_v6,0.340243,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2 v3,Standard_D2_v3,0.123,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2 v3,Standard_D2_v3,601.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2 v3,Standard_D2_v3,1235.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,F4as v6 Spot,Standard_F4as_v6,0.048258,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8lds v5 Spot,Standard_D8lds_v5,0.063008,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F32ams v6 Spot,Standard_F32ams_v6,0.716286,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F32ams v6 Spot,Standard_F32ams_v6,0.505496,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HC44rs Spot,Standard_HC44rs,0.970354,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HC44rs Spot,Standard_HC44rs,0.658658,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX4-2mds v2,Standard_FX4-2mds_v2,0.794,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX4-2mds v2,Standard_FX4-2mds_v2,3962.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX4-2mds v2,Standard_FX4-2mds_v2,5630.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,F4as v6,Standard_F4as_v6,0.521,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F4as v6,Standard_F4as_v6,0.337,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2a v4 Low Priority,Standard_D2a_v4,0.0236,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D128ds v6,Standard_D128ds_v6,9.801,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D128ds v6,Standard_D128ds_v6,53231.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D128ds v6,Standard_D128ds_v6,100452.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32d v4 Spot,Standard_D32d_v4,0.318477,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-2ms v2 Spot,Standard_FX8-2ms_v2,0.20544,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32-16s v3 Low Priority,Standard_D32-16s_v3,1.376,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32-16s v3 Low Priority,Standard_D32-16s_v3,0.394,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2as v4 Spot,Standard_D2as_v4,0.030072,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2as v4 Spot,Standard_D2as_v4,0.016898,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2a v4 Spot,Standard_D2a_v4,0.016898,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-4mds v2 Spot,Standard_FX8-4mds_v2,0.3128,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX8-4mds v2 Spot,Standard_FX8-4mds_v2,0.25392,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND128isrNDRGB200v6,Standard_ND128isr_NDR_GB200_v6,151.888,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND128isrNDRGB200v6,Standard_ND128isr_NDR_GB200_v6,146.0,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P4mv3,Azure_App_Service_Premium_v3_Plan_Linux_P4mv3,1.7376,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P4mv3,Azure_App_Service_Premium_v3_Plan_Linux_P4mv3,1.2668,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P4mv3,Azure_App_Service_Premium_v3_Plan_Linux_P4mv3,9894.0,,1 Year,1 Hour,USD
koreacentral,Compute,Azure App Service,P4mv3,Azure_App_Service_Premium_v3_Plan_Linux_P4mv3,20549.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND128isrNDRGB200v6 Spot,Standard_ND128isr_NDR_GB200_v6,30.3776,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,ND128isrNDRGB200v6 Spot,Standard_ND128isr_NDR_GB200_v6,29.2,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48als v6 Spot,Standard_F48als_v6,0.828269,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48als v6 Spot,Standard_F48als_v6,0.512083,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,Dsv4 Type2,Dsv4_Type2,6.23,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,Dsv4 Type2,Dsv4_Type2,32201.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,Dsv4 Type2,Dsv4_Type2,62219.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,HC44-32rs Low Priority,Standard_HC44-32rs,2.52,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HC44-32rs Low Priority,Standard_HC44-32rs,0.855,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8alds v6 Low Priority,Standard_D8alds_v6,0.0939,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC80adisH100v5 Low Priority,Standard_NC80adis_H100_v5,3.769,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176-96rsv4,Standard_HB176-96rs_v4,17.816,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HB176-96rsv4,Standard_HB176-96rs_v4,9.72,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8alds v6,Standard_D8alds_v6,0.838,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8alds v6,Standard_D8alds_v6,0.47,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX4-2ms v2 Spot,Standard_FX4-2ms_v2,0.10272,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX32-8ms v2 Spot,Standard_FX32-8ms_v2,0.82176,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8 v4,Standard_D8_v4,0.84,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8 v4,Standard_D8_v4,0.472,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D96lds v5 Low Priority,Standard_D96lds_v5,1.056,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48ms v2 Spot,Standard_FX48ms_v2,1.58592,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48ms v2 Spot,Standard_FX48ms_v2,1.23264,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F4s v2 Low Priority,Standard_F4s_v2,0.034,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D8ads v6 Spot,Standard_D8ads_v6,0.080478,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F48als v6 Spot,Standard_F48als_v6,0.512083,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F32ams v6,Standard_F32ams_v6,3.53,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F32ams v6,Standard_F32ams_v6,19170.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,F32ams v6,Standard_F32ams_v6,36176.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48mds v2,Standard_FX48mds_v2,11.73,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX48mds v2,Standard_FX48mds_v2,9.522,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2alds v6 Low Priority,Standard_D2alds_v6,0.0838,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2alds v6 Low Priority,Standard_D2alds_v6,0.0235,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48as v4 Low Priority,Standard_D48as_v4,2.016,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D48as v4 Low Priority,Standard_D48as_v4,0.566,,,1 Hour,USD
koreacentral,Compute,Azure App Service,P3v4,P3v4,1.157,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC12s v3 Low Priority,Standard_NC12s_v3,3.608,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC12s v3 Low Priority,Standard_NC12s_v3,1.694,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,DC32adsv6 Low Priority,Standard_DC32ads_v6,1.489,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,DC32adsv6 Low Priority,Standard_DC32ads_v6,0.45,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F64als v6 Spot,Standard_F64als_v6,1.104358,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,F64als v6 Spot,Standard_F64als_v6,0.682778,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HX176-144rs Low Priority,Standard_HX176-144rs,7.904,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,HX176-144rs Low Priority,Standard_HX176-144rs,2.333,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D4ds v4 Spot,Standard_D4ds_v4,0.03981,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32-8s v3,Standard_D32-8s_v3,3.44,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D32-8s v3,Standard_D32-8s_v3,1.968,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64s v4,Standard_D64s_v4,6.72,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D64s v4,Standard_D64s_v4,3.776,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,NC12s v3,Standard_NC12s_v3,8.468,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-48ms v2,Standard_FX96-48ms_v2,15.409,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-48ms v2,Standard_FX96-48ms_v2,76938.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX96-48ms v2,Standard_FX96-48ms_v2,109333.0,,3 Years,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX2mds v2,Standard_FX2mds_v2,0.489,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,FX2mds v2,Standard_FX2mds_v2,0.397,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2lds v5,Standard_D2lds_v5,0.11,,,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2lds v5,Standard_D2lds_v5,569.0,,1 Year,1 Hour,USD
koreacentral,Compute,Virtual Machines,D2lds v5,Standard_D2lds_v5,1041.0,,3 Years,1 Hour,USD
